num_poste alti massif_nivo nom_usuel lat_dg lon_dg datouvr datferm exposition_nivo pente_nivo type_nivo massif_bdclim
74290003 1326 3 VALLORCINE 46.020333 6.919167 2022-10-07 2199-12-31 0.0 0 8 3
74290401 1317 3 VALLORCINE_PLRA 46.025667 6.921000 2025-10-23 2199-12-31 130.0 5 1 3
74290402 2020 3 REFUGE-DE-LA-LORIAZ_PLRA 46.039000 6.913000 2025-10-23 2199-12-31 160.0 0 1 3
74290403 1350 3 LA-POYA_PLRA 46.018000 6.918000 2025-10-23 2199-12-31 40.0 0 1 3
74310400 1532 4 LE-SEMNOZ 45.800167 6.102000 2025-01-01 2199-12-31 310.0 0 1 4
74310401 1533 4 LE-SEMNOZ--S- 45.801000 6.101000 2025-01-01 2199-12-31 310.0 0 2 4
88075004 920 46 LA-BRESSE_NEIGE_LISPACH_BAS 48.051167 6.943333 2010-01-01 2199-12-31 0.0 0 1 46
88196011 950 46 GERARDMER_NEIGE_BAS 48.054167 6.911333 2010-01-01 2199-12-31 0.0 0 1 46
99130015 2235 71 JUCLAR-EDFNIVO 42.606333 1.712833 2006-08-01 2199-12-31 250.0 3 8 71
99130401 2135 71 Pas-de-la-Case-(Piste) 42.539333 1.733167 1984-01-03 2199-12-31 90.0 0 1 71
99130402 2360 71 PAS-DE-LA-CASE--S- 42.528000 1.729333 1983-12-19 2199-12-31 20.0 28 2 71
99130403 1898 71 Pal 42.537500 1.490000 1983-12-19 2199-12-31 360.0 0 1 71
99130404 2307 71 Pal--S- 42.535333 1.452833 1983-12-20 2199-12-31 10.0 5 2 71
99130405 2055 71 Arcalis-Nord 42.628000 1.499667 1984-01-02 2199-12-31 40.0 0 1 71
99130406 2105 71 Arcalis-Nord--S- 42.625333 1.495667 1984-01-15 2199-12-31 10.0 2 2 71
99130408 1943 71 Arinsal 42.574000 1.470667 1983-12-20 2199-12-31 0.0 0 1 71
99130409 2436 71 Arinsal--S- 42.569667 1.445333 1983-12-21 2199-12-31 360.0 0 2 71
99130410 1920 71 Soldeu 42.570000 1.580000 1983-12-17 2007-12-31 360.0 0 1 71
99130411 2448 71 Soldeu--S- 42.556667 1.655000 1984-01-10 2199-12-31 360.0 25 2 71
99130412 2152 71 Grau-Roig 42.530667 1.701000 1983-12-26 2199-12-31 270.0 0 1 71
99130413 2330 71 Grau-Roig--S- 42.528667 1.710333 1983-12-27 2199-12-31 360.0 0 2 71
99130414 2200 71 Andorre 42.570000 1.680000 1986-09-11 1988-02-13 270.0 0 3 71
99130415 2400 71 Arinsal-Aspres--S- 42.580000 1.470000 1990-01-16 2199-12-31 180.0 0 2 71
99130416 2341 71 Grau-Roig-Cubil--S- 42.531000 1.685000 1990-01-09 2199-12-31 340.0 0 2 71
99130418 2000 199 OCCASIONNEL-AVAL-ANDORRE--S- 42.740000 2.875000 1985-02-05 2199-12-31 0.0 0 2 199
99130419 2000 199 ENQUETE-AVALANCHE-ANDORRE--S- 42.740000 2.875000 1985-02-05 2199-12-31 0.0 0 2 199
99130421 2460 71 SOLDEU_EL-TARTER 42.556667 1.655000 2008-01-01 2199-12-31 0.0 0 1 71
99130422 2035 88 LA-RABASSA 42.433833 1.524167 2018-11-01 2199-12-31 0.0 0 1 71
99130423 2145 71 LA-RABASSA-S- 42.434667 1.536167 2018-11-01 2199-12-31 340.0 15 2 71
99130424 2301 71 OCCASIONNEL-CABANA-SORDA 42.611333 1.672500 2019-01-01 2199-12-31 360.0 10 2 71
99130425 2279 71 OCCASIONNEL-SORTENY 42.611667 1.571000 2019-01-01 2199-12-31 360.0 10 2 71
99130426 2505 71 OCCASIONNEL-ILLA 42.495667 1.656667 2019-01-01 2199-12-31 360.0 10 2 71
99130427 1898 71 OCCASIONNEL-COLL-D-ORDINO 42.556500 1.568833 2019-01-01 2199-12-31 360.0 10 2 71
99130428 2411 71 OCCASIONNEL-PERAFITA 42.468833 1.583667 2019-01-01 2199-12-31 360.0 10 2 71
99130429 1559 71 OCCASIONNEL-AIXAS 42.483667 1.477167 2019-01-01 2199-12-31 360.0 10 2 71
204010221 1585 13 BARDONECCHIA_PIAN_DEL_SOLE 45.065000 6.705833 2011-10-18 2199-12-31 0.0 0 8 13
204010222 1353 11 PRERICHARD 45.076833 6.717333 2011-10-18 2199-12-31 0.0 0 8 11
204010223 1975 11 ROCHEMOLLES 45.132667 6.766167 2011-10-18 2199-12-31 0.0 0 8 11
204011751 1800 13 CHATEAU_BEAULARD 45.028167 6.754833 2011-10-18 2199-12-31 0.0 0 8 13
204012911 1525 11 BARCENISIO 45.193667 6.986000 2011-10-18 2199-12-31 0.0 0 8 11
204040011 1610 21 ACCEGLIO 44.487000 6.982333 2011-10-18 2199-12-31 0.0 0 8 21
204040681 935 6 CHIUSA_PESIO 44.235167 7.661167 2011-10-18 2199-12-31 0.0 0 8 6
204041101 1875 23 LIMONE_PANCANI 44.162667 7.591000 2011-10-18 2199-12-31 0.0 0 8 23
204042331 1390 23 VALDIERI 44.206500 7.269167 2011-10-18 2199-12-31 0.0 0 8 23
204070411 1488 6 LA_THUILE-VILLARET 45.710833 6.957000 2011-11-04 2199-12-31 0.0 0 8 6
